ACTION,id
0.932795928517,1
0.99111166503,2
0.994095151561,3
0.990171961462,4
0.99761120646,5
0.988699248226,6
0.981323613441,7
0.999359306139,8
0.587237926054,9
0.972403578825,10
0.983114894486,11
0.964294788987,12
0.997805916533,13
0.958155434996,14
0.932101254484,15
0.951513586282,16
0.792802941288,17
0.907972410459,18
0.99087948315,19
0.995674729547,20
0.99937533625,21
0.99616603346,22
0.985952486288,23
0.977517082107,24
0.997438010668,25
0.932122690378,26
0.968297870746,27
0.998623934902,28
0.987997301085,29
0.900704098587,30
0.986229103213,31
0.990034939351,32
0.989545787499,33
0.990543234194,34
0.991373944239,35
0.982100630017,36
0.973558800607,37
0.999736489343,38
0.988427013558,39
0.963929447359,40
0.983393916377,41
0.982824425842,42
0.996516946007,43
0.990905085801,44
0.992261191402,45
0.992816498525,46
0.997313524445,47
0.991364262421,48
0.999449613148,49
0.986241510943,50
0.981150572742,51
0.993681507259,52
0.977350362541,53
0.995249422774,54
0.955958607623,55
0.995299849999,56
0.986927690714,57
0.997690661829,58
0.992805307313,59
0.987752072237,60
0.99556080799,61
0.998455255291,62
0.979651554778,63
0.995166753655,64
0.997238254037,65
0.981530092443,66
0.972279340609,67
0.99497876079,68
0.991431907553,69
0.625403202472,70
0.985979472909,71
0.989513115821,72
0.99000385284,73
0.997866884975,74
0.985995818653,75
0.993347578863,76
0.99787380531,77
0.972807253947,78
0.503694051671,79
0.999221126591,80
0.998235386834,81
0.99787597796,82
0.983710042056,83
0.991798846131,84
0.988035308479,85
0.975594908061,86
0.984990971353,87
0.995387589685,88
0.993438078483,89
0.90839785817,90
0.979769866907,91
0.861468524294,92
0.987744035789,93
0.998171683137,94
0.989189725272,95
0.991946155305,96
0.364505408835,97
0.987911624787,98
0.989537620152,99
0.997802370353,100
0.980300618638,101
0.665044981204,102
0.9960796093,103
0.993474109716,104
0.274455769426,105
0.99372166622,106
0.99645318177,107
0.991249699003,108
0.988475335132,109
0.993436699114,110
0.894967240791,111
0.977949675301,112
0.987872571831,113
0.982814673519,114
0.977120544726,115
0.976508939721,116
0.981714097147,117
0.963469268415,118
0.998215464743,119
0.991047624278,120
0.958149452657,121
0.983385876128,122
0.996678720748,123
0.990109841141,124
0.991814175011,125
0.667809254085,126
0.940739215529,127
0.947702555179,128
0.969997760346,129
0.993691068349,130
0.991672329841,131
0.996763391196,132
0.990820537686,133
0.910231918059,134
0.996289782647,135
0.990413051104,136
0.995245758109,137
0.970413022516,138
0.968077217762,139
0.9957662624,140
0.998801708269,141
0.907437967819,142
0.994489131653,143
0.990532820153,144
0.996365171838,145
0.882695986497,146
0.792194294507,147
0.839288663522,148
0.998368420204,149
0.980846417629,150
0.994431439837,151
0.829834914483,152
0.998557822203,153
0.960031905963,154
0.984815497225,155
0.989413288186,156
0.992768089397,157
0.974785339909,158
0.928639305719,159
0.979155647511,160
0.936073600353,161
0.9929521152,162
0.997251474878,163
0.988255046453,164
0.998342056432,165
0.99714264856,166
0.991252897758,167
0.997725461534,168
0.950616291766,169
0.992794881139,170
0.994076617566,171
0.996514901386,172
0.973726074165,173
0.975970827456,174
0.987157632684,175
0.997397915398,176
0.980269525505,177
0.992103035395,178
0.999553741725,179
0.920980714947,180
0.392169426542,181
0.989433547483,182
0.959298606136,183
0.929968440034,184
0.993296782318,185
0.969836384926,186
0.986119768827,187
0.992625675069,188
0.56768530239,189
0.979108116189,190
0.997493693924,191
0.982145105254,192
0.993636911295,193
0.989567130142,194
0.96490634724,195
0.996134662386,196
0.985236720309,197
0.970495426056,198
0.993110337837,199
0.888595700977,200
0.979586737753,201
0.962712777393,202
0.991870249518,203
0.996584304903,204
0.992062409539,205
0.986489786147,206
0.995483167658,207
0.992076838759,208
0.83408727801,209
0.79557685006,210
0.960884721789,211
0.996846585536,212
0.998946861074,213
0.976095619213,214
0.99551192213,215
0.917377781678,216
0.966236968686,217
0.989092550819,218
0.993365727692,219
0.976187879169,220
0.80295771481,221
0.997059774403,222
0.992614438567,223
0.979027569622,224
0.962594621964,225
0.760478754676,226
0.95075003686,227
0.994607102467,228
0.996882288397,229
0.994264635504,230
0.988826978086,231
0.982127939473,232
0.938192600252,233
0.251644492805,234
0.925713820077,235
0.975467483904,236
0.98619657867,237
0.954592991012,238
0.945246757986,239
0.997271533383,240
0.989441392265,241
0.713765272873,242
0.384284073203,243
0.993991847639,244
0.995384645589,245
0.998919438116,246
0.974506975321,247
0.974525886277,248
0.985027411543,249
0.993397165098,250
0.989868262569,251
0.817129360417,252
0.997447974645,253
0.997556613153,254
0.996774619232,255
0.971062343416,256
0.984759126147,257
0.983607734839,258
0.958188830082,259
0.996554010586,260
0.986184118067,261
0.956760119808,262
0.986008495391,263
0.995460014548,264
0.99583044121,265
0.99068711155,266
0.991835762915,267
0.993563541573,268
0.980641889769,269
0.995666090331,270
0.995625239837,271
0.985973824402,272
0.992924473626,273
0.683156980572,274
0.990423443435,275
0.59593394564,276
0.996048871464,277
0.998382407647,278
0.972121790326,279
0.979886931011,280
0.998383394512,281
0.996543224361,282
0.970835994339,283
0.971270502745,284
0.973641629883,285
0.987226933316,286
0.998624378467,287
0.99006006355,288
0.997160274489,289
0.994240853037,290
0.835853795852,291
0.930781173933,292
0.981353316476,293
0.977935558668,294
0.984452450857,295
0.258228003141,296
0.471572734485,297
0.977309774567,298
0.973401123577,299
0.978815228853,300
0.80494281618,301
0.991108735572,302
0.737037105913,303
0.916710467489,304
0.988064330963,305
0.997425939826,306
0.986842305082,307
0.999014031026,308
0.951955181948,309
0.983482144679,310
0.99841040504,311
0.992097422834,312
0.99791068459,313
0.990907525879,314
0.997669576765,315
0.991922951485,316
0.985443202024,317
0.998668329646,318
0.891992628064,319
0.99886465537,320
0.99385143187,321
0.342461453563,322
0.998461521703,323
0.985496085281,324
0.926544795159,325
0.777742897266,326
0.993746599305,327
0.998507601695,328
0.993598194192,329
0.986634176764,330
0.989843194247,331
0.965849849359,332
0.994375612189,333
0.993348419194,334
0.99316919023,335
0.979383741479,336
0.986927884582,337
0.990972154196,338
0.99006123371,339
0.996488992515,340
0.997297385653,341
0.994362851594,342
0.962706183376,343
0.995157425263,344
0.996084903329,345
0.989076089336,346
0.978134344207,347
0.979228448999,348
0.996417376246,349
0.869201892299,350
0.979575307111,351
0.999074164916,352
0.979240190197,353
0.731645474064,354
0.97761078426,355
0.992079673816,356
0.991327556139,357
0.982792849972,358
0.990658988282,359
0.362972945445,360
0.965400839772,361
0.988812635926,362
0.967835740916,363
0.833685481527,364
0.996170039903,365
0.995918160353,366
0.980663697965,367
0.995100085507,368
0.991751922355,369
0.997934688499,370
0.979895198652,371
0.980661708066,372
0.878886244631,373
0.274582581483,374
0.963021973097,375
0.986350376696,376
0.370029354585,377
0.991995416733,378
0.995202535483,379
0.841874638939,380
0.805453099709,381
0.992823659852,382
0.999294691176,383
0.964583658432,384
0.98220627339,385
0.967346986532,386
0.857215001761,387
0.980837071581,388
0.988001731007,389
0.990665927292,390
0.902841864857,391
0.997053077222,392
0.972831838014,393
0.997393417607,394
0.988704037291,395
0.992622234939,396
0.997817847501,397
0.986302401765,398
0.996843397374,399
0.99821754742,400
0.993266973797,401
0.993921059692,402
0.982057597541,403
0.984627288923,404
0.99857309234,405
0.985740530861,406
0.969804960957,407
0.985937332807,408
0.988277845954,409
0.996445662894,410
0.997435040131,411
0.957051899987,412
0.976544734369,413
0.992150353624,414
0.984262190211,415
0.938332792481,416
0.995962785379,417
0.989313400479,418
0.989558922064,419
0.99556484727,420
0.997594642729,421
0.996756216797,422
0.983439830754,423
0.957228250125,424
0.992290868268,425
0.98458908837,426
0.995498620461,427
0.996228432916,428
0.94041392929,429
0.997259080809,430
0.981661594224,431
0.982868419145,432
0.994015219942,433
0.992602383273,434
0.985985731988,435
0.999314061679,436
0.977678077069,437
0.110250909281,438
0.976240406492,439
0.368515864884,440
0.983850324523,441
0.998527754375,442
0.997299999872,443
0.989828577982,444
0.93785078433,445
0.99670465616,446
0.96764247455,447
0.994240618909,448
0.989147682403,449
0.991260180394,450
0.931885912461,451
0.992861717218,452
0.993819113079,453
0.982862179885,454
0.979133054054,455
0.985967167703,456
0.998440651389,457
0.988879390175,458
0.997749257774,459
0.744053587387,460
0.888549261508,461
0.998760184233,462
0.990915579643,463
0.995241710319,464
0.984699756506,465
0.997347838708,466
0.426729837626,467
0.97554387223,468
0.990605738268,469
0.995994061813,470
0.997222518551,471
0.968539930091,472
0.996554150573,473
0.992623346428,474
0.982656822942,475
0.996528428707,476
0.996122235142,477
0.995714411403,478
0.994873372495,479
0.997408658301,480
0.99648615227,481
0.995213175039,482
0.996707948422,483
0.989582591928,484
0.969498209621,485
0.96966464443,486
0.977384473543,487
0.989598647098,488
0.990496889122,489
0.992709608066,490
0.989888874226,491
0.996795201464,492
0.97046834296,493
0.995052000692,494
0.984957750468,495
0.991970182705,496
0.993066926198,497
0.997207324286,498
0.997573164679,499
0.982144495327,500
0.990076410254,501
0.950097688366,502
0.979536096455,503
0.994897660367,504
0.985416471791,505
0.994928422089,506
0.986052604622,507
0.986706939499,508
